platform,comment,timestamp,sentiment
instagram,"Harusnya yang jadi wakil presiden bang fery, kemaren nonton yang ono bawaaaaaaanya ngantuk sumpah kosooooong ",2025-05-02 16:59:40,netral
instagram,Klo pemuda yg jd wapres modelnya kayak Mas Ferry Irwandi gini saya rela wes..,2025-05-02 16:59:40,netral
instagram,"mksdny klo banyak yang kerja banyak pajak masuk y, pajak enak, tapi bang sebelum masuk ke masuk bonus demografi, generasi udah banyak di rusak dulu sebelum di panen, aku jdi takut generasi muda skrng hny suka scroll sosmed dan bermalas malasan, semoga pemimpin dan pejabat bisa mengarahkan generasi untuk siap bersaing",2025-05-02 16:59:40,netral
instagram,"Sesederhana logika banyak anak muda tapi plonga plongo. Lowongan sangat terbatas akibat investor kabur, tapi  g competen kerja, Bonusnya dimana? yang ada energi lari ke hal negatif. Malah jadi beban demografi.",2025-05-02 16:59:40,netral
instagram,"Hampir 17 menit cuma one take dan videonya sangat berisi, yok bisa yok kalahin jumlah like sama view dari video sebelah yok",2025-05-02 16:59:40,netral
instagram,mending nonton yg ini dripada yg sebelah,2025-05-02 16:59:40,netral
instagram,"Mendadak sadar, Prabowo Gibran belum setahun memimpin. Tapi kayak berat banget, serasa lambat banget waktu berjalan.
Ah, tai ah.
Blunder mulu sih pemerintah nya.",2025-05-02 16:59:40,netral
instagram,Kl dgr pas Menit 9:17 udh skeptis dulu,2025-05-02 16:59:40,netral
instagram,Bang @ferryirwandi ayo kita para pemuda buat sumpah pemuda vol.2 bang.. negara ini bisa berubah kalau estafet kekuasaan dipegang pemuda2 yang punya visi sama seperti bang ferry.. berat menyadarkan para pejabat penguasa sekarang,2025-05-02 16:59:40,netral
instagram,Mntap mntap,2025-05-02 16:59:40,netral
instagram,Mas Ferry ini pinter .... lebih baik bisa jadi wapres dr pd fufufafa,2025-05-02 16:59:40,netral
instagram,Bang lu lebih cocok dan lebih layak jadi wapres daripada anaknya mulyono,2025-05-02 16:59:40,netral
instagram,"banyak anak muda di kabinet yang punya kapasitas, cuman yang diatas sono gak pada seneng klo ada yang terlalu cepat meroket, yaudah dihambat aja tuh",2025-05-02 16:59:49,netral
instagram,Si gilbran pasti gak paham nonton ini!  Hah apa yak o gitu yak hah!,2025-05-02 16:59:49,netral
instagram,cuma di chanel ini komen judol gak keliatan,2025-05-02 16:59:49,netral
instagram,Bg jangan mau kalau ditawari jadi politisi ,2025-05-02 16:59:49,netral
instagram,"kayanya kalo lu jadi presiden baru indo maju bang,gas lah bang nyalon",2025-05-02 16:59:49,netral
instagram,Cuan tipis-tipis dari 𝑽𝑰𝑪𝑻𝑶𝑹𝒀𝟎𝟎𝟕 bikin hati seneng,2025-05-02 16:59:49,netral
instagram,"Kebiasaan karakter manusia” di negri ini, adalah menyalahkan orang lain, kenapa selalu gen z atau gen alpa yg selalu disalahkan?? Yg mendidik mereka gen apa? Ada seorang profesor yg bisa membuat orang” terbodoh di Papua disaat beliau yg mendidik anak” yg dikatakan terbodoh itu BISA JUARA DUNIA DI BIRANG AKADEMIK YG MEREKA TEKUNI…. Jadi yg sekarang yg salah generasi barunya atau yg mendidik?",2025-05-02 16:59:49,netral
instagram,Keren lu bang,2025-05-02 16:59:49,netral
instagram,Ini baru namanya menyampaikan. Gk kayak si fufufafa itu. Menyampaikan pesan udah text book jatunya baca dan gk ekspresif jadi kayak presentasi ppt tapi dibaca semua bukan point2nya,2025-05-02 16:59:49,netral
instagram,"Ketahanan pangan inti dari segala ini kehidupan. Tapi skrg manusia terlena dengan kemajuan teknologi.

Siklus Manusia (Makan - Kerja) 

Ayo Manfaatkan Bonus Demografi dan Alam Indonesia.",2025-05-02 16:59:49,netral
instagram,keren bang,2025-05-02 16:59:49,netral
instagram,"Next presiden dan wakil presiden
Kang dedi Mulyadi 
Wakil ferry irwandi 
Sabilah ya",2025-05-02 16:59:49,netral
instagram,Bagusan ini daripada sebelah,2025-05-02 16:59:49,netral
instagram,wkwkwk 14:15 Gibran Raka booming,2025-05-02 16:59:49,netral
instagram,"Karena itulah PMP dimunculkan lagi, supaya adat istiadat, budaya malu & tau diri perlu. Supaya Indonesia bisa maju bersama bukan majukan sesama(sesama koruptor & pengkhianat negara).",2025-05-02 16:59:49,netral
instagram,Editor subtitle bilek: Raka Booming,2025-05-02 16:59:49,netral
instagram,Harusnya orang ini jadi WAPRES,2025-05-02 16:59:49,netral
instagram,"Bg fery isinya daging semua, lu pasti dikasih makanan siang gratis waktu sekolah!! ",2025-05-02 16:59:49,netral
instagram,"Ada bro G1bran yang jadi wapres dr kalangan milenial , keren ya keluarga nya",2025-05-02 16:59:49,netral
instagram,Sayang bang Fery bukan anak presiden...,2025-05-02 16:59:58,netral
instagram,Pemerintah mah yang penting memperkaya diri,2025-05-02 16:59:58,netral
instagram,Nih baru daginggggg,2025-05-02 16:59:58,netral
instagram,mantap,2025-05-02 16:59:58,netral
instagram,"Apalah yang diharapkan dari hasil KECURANGAN(Memanipulasi timbangan)...
Sudah PASTI Keberkahan akan menjauh.
Jikalaupun pertumbuhan ekonomi menaik dipastikan tidak akan adil(penuh ketimpangan) & tentu saja mereka akan disibukkkan DUNIA. 
JADI untuk siapa saja yang masih punya ETIKA mari kita hadapi Ujian ini agar kita NAIK KELAS & jangan lupa selau ingatkan pemimpin dimanapun itu levelnya jika salah kita ingatkan(ngomong/surat ke pribadinya langsung kalau tidak ada tanggapan baru speak up to public) agar bisa menjadi pelajaran.Selamat menikmati musibah ini sudaraku",2025-05-02 16:59:58,netral
instagram,Perlu dicatat: Keberhasilan prabowo bukan keberhasilan gibran.!!!!,2025-05-02 16:59:58,netral
instagram, good,2025-05-02 16:59:58,positif
instagram,"Ah bung ferry ini terlalu  muter muter wawiwu kepanjangan kebanyakan teori niiih , gak kayak pak gibran role model anak muda kreatif berprestasi dan workaholik mania bangetttt... kita anak muda mah lebih butuh konten kek mas gibran broooo cuman butuh motivasiiii ajaaa buat ngejaga mental health yang telalu lelah... masalah konteks mah belakangaan yang penting motivasi brooo motivasiiii, kita cuma butuh disemangatiiiii.... konteks relevansi dan solusi mah belakangan laaah pancingan aja butuhnya ini biar masyarakat tergugah untuk semangat mempersiapkan bonus demografi, saya lebih tergugah dengan videonya pak gibran! Kamu terlalu muter muter!",2025-05-02 16:59:58,negatif
instagram,"Kalo arti demografi versi mas wapres
Demo: unjuk rasa
Grafi; dari bahasa yunani berarti - deskripsi - 
Bila di gabung demografi: "" deskripsi unjuk rasa "" 
Trus bonusnya? .. kan udah diambil semua ame elu bran ",2025-05-02 16:59:58,netral
instagram,Gila bang keren bgt lu!!!!,2025-05-02 16:59:58,netral
instagram,"Anak muda indonesia waktu ini saja bnyk yg jadi kurir on line,gerombolan makan gorengan dan minum teh gelas bercelana pendek badan tinggi kurus,#Bogor.",2025-05-02 16:59:58,netral
instagram,Sangat jauh sejauh bumi dan langit wah minder pasti ya Mas   lihat para sahabat perbedaannya jelas sangat jauh kapan mau majunya bro sadarlah Mas mas bisa membuat narasi seperti ini ngga kita sih real aja lah kebutuhannya yg siap pake siap tempur jgn kami bikin kecewa ok Bravo Rakyat,2025-05-02 16:59:58,positif
instagram,Anggaran untuk pengembangan Inovasi sangat sedikit dan sangat tidak diperhatikan ,2025-05-02 16:59:58,netral
instagram,"Nonton ini jadi jelas kesimpulan dr judul videonya, BKN kayak video wapres kita yg isinya kosong",2025-05-02 16:59:58,netral
instagram,Wow,2025-05-02 16:59:58,netral
instagram,0:31 ada yg tau temennya fery ngomong apa?,2025-05-02 16:59:58,netral
instagram,Gila ONE TAKE!!!,2025-05-02 16:59:58,netral
instagram,Terimakasih atas revisi video sebelum nya bang. ,2025-05-02 16:59:58,netral
instagram,"Selama E-ktp masih perlu di fotocopy, saya tidak yakin negara ini menjadi negara maju",2025-05-02 16:59:58,netral
instagram,"Misi bang mau nanya, kenapa menurut gw pemerintah seolah pengen dapet validasi buat di anggap jadi negara maju, karena bahkan china aja pengen tetep di anggep negara berkembang karena negara berkembang dalam perdagangan internasional lebih punya keleluasaan daripada kalau dia jadi negara maju, tapi china masih bisa punya power yang cukup mendominasi di geopolitik.",2025-05-02 16:59:58,netral
instagram,Cerdasss,2025-05-02 17:00:07,netral
instagram,"Menurut saya wapres sebagai pemerintah ga usah ngajarin teori soal bonus demografi, hilihisasi, ataupun yang lain kepada rakyat karena semua itu tugas, kewajiban, dan wewenang pemerintah bukan rakyat.  Sekarang rakyat diajarin soal bonus demografi tapi pemerintah sendiri tidak berusaha memberikan lapangan kerja dan kemudahan usaha kepada rakyatnya ya video edukasi anda percuma. Ngomongin HILIHISASI kepada rakyat sedangkan yang punya akses itu hanya para konglo-konglo dan pejabat yang punya kuasa izin tambang ya video edukasi anda percuma. Ngomongi soal pentingnya MBG kepada rakyat tapi dilapangan orang yang mau ikut berperan dalam program itu kalah dengan kelompok2 yang dekat dengan rezim, ordal dan penguasa ya video edukasi anda percuma.

Kami tidak butuh video edukasi tapi beri akses dan kemudahan mencapai itu kepada rakyat niscaya semua tujuan itu dengan sendirinya tercapai.",2025-05-02 17:00:07,netral
instagram,"Pemerintah gak ngasih insentif atau fasilitas, apalagi nyariin kerja. Tapi kalo kita dapet kerja, Dia paling duluan malak lewat pajak. Mau ikutan nikmatin hasilnya. Semua sektor dipajakin, Tetep tekor. Yang salah siapa? Maskyarakat. Harusnya 100% penghasilan jadi pajak. Wkwkwk",2025-05-02 17:00:07,netral
instagram,"kalo gibran menyampaikan, kalo yg ini mengkritisi. ya pasti beda lah. kan yg ini nge react. lagian kalo udah atas nama wapres juga pastinya harus pilih2 kalimat yg pas ga bisa seluwes bahasa atas nama pribadi kek gini",2025-05-02 17:00:07,netral
instagram,"Sekarang pun kita meratapi nasib kenapa dulu Indonesia menyiakan momen oil boom untuk bikin SWF, bukannya malah dikorupsi kroni",2025-05-02 17:00:07,netral
instagram,11:59,2025-05-02 17:00:07,netral
instagram,9:20 Kalimat kesukaan gua,2025-05-02 17:00:07,netral
instagram,"Bang feri tau gameshark fix dia temen main ps gw d rental,  main road race yihaaaaa",2025-05-02 17:00:07,positif
instagram,"Gibran Gibran kita udah tau dia curang, tapi kita ga bisa berbuat apa-apa ",2025-05-02 17:00:07,netral
instagram,Disni kok gak bosan kayak di video mas wapress ,2025-05-02 17:00:07,netral
instagram,Nah ini baru yang oke,2025-05-02 17:00:07,netral
instagram,"no prompter, 
just highlight the points, and shoot
bahkan subtittle gak di edit, tapi lebih berasa dampaknya yang ini.",2025-05-02 17:00:07,netral
instagram,"China punya Xi Jin Ping Rusia punya Putin Amerika Serikat punya Donald Trump dan Kita Konoha punya Gibran asam sulfat nanti di 2029 pasti auto di segani Negara Negara lain di dunia internasional,jangan malu punya Gibran fufufafa,ingat ayahanda Gibran  Mulyono pidatonya yang viral "" wi wok detok petok petok not onlei"",,dan Samsul dengan pidatonya asam sulfat dan para para,, pasti negara negara lain akan langsung minder",2025-05-02 17:00:07,netral
instagram,"Berisi bgt bang  
Punyany fufufafa kosong bnr",2025-05-02 17:00:07,netral
instagram,Sayang mas fery ngak punya paman,2025-05-02 17:00:07,netral
instagram,Kl mau liat otak asli nya Gibran undang dia ke kampus buat debat tanpa diberitahu tema nya apa...,2025-05-02 17:00:07,netral
instagram,Gimana kalau menggantikan Presiden Prabowo Subianto??????????,2025-05-02 17:00:07,netral
instagram,Video yang ini kok lebih enak diliat ya ?,2025-05-02 17:00:07,netral
instagram,Bro satu ini lebih cocok jadi wapres dari pada FUFUFAFA,2025-05-02 17:00:07,netral
instagram,Nah ini baru yg membantu,2025-05-02 17:00:07,netral
instagram,Ohh ini yang lagi rame,2025-05-02 17:00:16,netral
instagram,Beda banget. Klo disini beneran lihat video dan bukan lihat komentar,2025-05-02 17:00:16,netral
instagram,Jujur saya pendukung mase tpi  jdi malu,2025-05-02 17:00:16,netral
instagram,"15:01

15:01",2025-05-02 17:00:16,netral
instagram,Bang.. lu jangan gitulah.. kasian bang.. ,2025-05-02 17:00:16,netral
instagram,3:55 TRUE,2025-05-02 17:00:16,positif
instagram,maaf saya orng awam . mau tanya angka 4000 dan 13000 itu menunjukan apa . bantu jelasin kawan2 yang faham,2025-05-02 17:00:16,netral
instagram,"Saat ini klo energi msh fokus sm hal2 yg ga pntg spt ijazah palsu, layak tdknya Gibran jd Wapres, brarti mmg bangsa ini blm siap maju! Hrs nya yg diserang itu sistem politik dinegeri ini. Itu biang semua masalah bangsa spt korupsi, kemiskinan, ketimpangan, ketidakadilan, kebodohan dll. Knp yg selalu diserang eksekutif? Meskipun eksekutif mmg jd nahkoda, tp sesungguhnya mereka tersandera peran legislatif. Klo dikerucutkan siapa legislatif itu, bukan 500an org di senayan sana, tp sebetulnya hanya bbrpa org pimpinan parpol! Contoh konkrit, soal UU perampasan aset deh! Dulu eksekutif sdh singgung2 tp mandek di legislatif. Eksekutif bisa apa? Kko nglawan bisa digoyang! Parahnya lagi, dibelakang mereka semua berdiri para oligarki yg tdk hanya bs mengendalikan legislatif tp juga yudikatif! Jd pendapat Mas Ferry ini saya lengkapin, bukan hanya soal birokrasi saja mslhnya, tp sistem politik, ketatanegaraan dan budaya bangsa ini harus direvolusi!",2025-05-02 17:00:16,netral
instagram,ferry irwandi for wapres. serius deh setuju gw,2025-05-02 17:00:16,netral
instagram,Komen di sebelah hujatan semua ,2025-05-02 17:00:16,netral
instagram,Gokil one take long shoot 16 menit,2025-05-02 17:00:17,netral
instagram,"yok monggo dilanjut bang ferry, lanjut yang hilirisasi ",2025-05-02 17:00:17,netral
instagram,"Pertanyaan nya.. Mau sampe kapan beliau mau lipsing.. Anggap aja dia lagi manggung jadi penyanyi duo.. 
bukan nya kita butuh good performer   ya minimal asli deh.. Gak palsu",2025-05-02 17:00:17,positif
instagram,Nongkrong makin seru kalo saldo dari 𝑽𝑰𝑪𝑻𝑶𝑹𝒀𝟎𝟎𝟕 tebel ,2025-05-02 17:00:17,netral
instagram,Mampir sini cuma mau ngelike aja. H3x ,2025-05-02 17:00:17,netral
instagram,Lebih berkelas bang ferry daripada bocah kosong yang gak tau malu itu ,2025-05-02 17:00:17,netral
instagram,Kacamatanya mirip mulyono waktu muda ,2025-05-02 17:00:17,netral
instagram,"Like,like,like. Biar muncul ni vidio di muka pemerintah",2025-05-02 17:00:17,netral
instagram,Wapres ganti mas fery saja......jadi gregetan,2025-05-02 17:00:17,netral
instagram,gg pak gibran,2025-05-02 17:00:17,netral
instagram,percuma deh bang. sepertinya cuma kamu yang paham situasi ini. pemimpin kita keknya cuma diem aja,2025-05-02 17:00:26,netral
instagram,siap siap jadi india,2025-05-02 17:00:26,netral
instagram,"12:21 statemen ""Jangan apa-apa nyalahin pemerintah"" bisa tercounter oleh ini kah?",2025-05-02 17:00:26,netral
instagram,Bro Ferry ada salam dari Lisa Mariana,2025-05-02 17:00:26,netral
instagram,Ngajak si coki bang,2025-05-02 17:00:26,netral
instagram,pingin ngtag pemerintah tapi gatau caranya,2025-05-02 17:00:26,netral
instagram,"Kalo pikir kayaknya masalah di negara ini udah ketahuan letaknya dimana, tapi anehnya ga beres-beres persoalannya. Padahal cuma tinggal berbenah sedikit demi sedikit. Pertanyaannya yang berkewajiban MAU ATAU TIDAK?",2025-05-02 17:00:26,netral
instagram,Nongkrong sambil cek saldo 𝗩𝗜𝗖𝗧𝗢𝗥𝗬𝟬𝟬𝟳 bikin happy,2025-05-02 17:00:26,positif
instagram,mas mas jane kowe dadi menteri ekonomi indonesia wae ogh.... utowo malah dadi wapres e wae yooo ,2025-05-02 17:00:26,netral
instagram,Bisa gak sih wapres kita di ganti sama om ferry ,2025-05-02 17:00:26,netral
instagram,Masalah nya bonus demografi di indo..TDK di imbangi dg penyerapan tenaga kerja...malah dr skrg byk yg di PHK.. jujur gw  takut kedepannya akan spt apa negara ini ini...Krn,2025-05-02 17:00:26,netral
instagram,"Padahal negara kaya, minyak ada, sumber daya melimpah, hasil bumi banyak, tanah di lempar kan bibit nya saja bisa tumbuh. Kenapa negara ini gak bisa maju. Negara timur tengah  yang modal minyak aja bisa naik. Betapa rakus nya engkau penguasa. Tidak bsa memaksimalkan semua kekayaan di negri ini. Apakah begitu sibuk nya engkau para penguasa mengisi celengan sendiri?",2025-05-02 17:00:26,netral
instagram,Bang gimana tanggapannya tiba2 di yt sebelah dari like cuma 20rb ke 120rb ? Apakah bot bang?,2025-05-02 17:00:26,netral
instagram,"NAAH INI KALO NGOMONGIN BONUS DEMOGRAFI.
TOLONG GIBRAN JANGAN GIMMICK TERUS DAN NONTON, REFLEKSIKAN VIDEO INI, BERTINDAK BAGAI KSATRIA. SALAM TIDAK PERCAYA DGN PEMERTINTAH SAAT INI.",2025-05-02 17:00:26,netral
instagram,Ini baru bener,2025-05-02 17:00:26,netral
instagram,"Bang, salam sama tanya",2025-05-02 17:00:26,netral
instagram,ini mah kerasa isinya ga kaya sebelah,2025-05-02 17:00:26,netral
instagram,"gimana mau ga beban, bonus demografi malah keluarin makan siang geratis! janji 19jt lapangan kerja menguap dgn Tsunami PHK akibat ""efficiency versi gemoy""",2025-05-02 17:00:26,netral
instagram,12:21,2025-05-02 17:00:26,netral
instagram,Makan mie instan ditemenin saldo 🅥🅘🅒🅣🅞🅡🅨007 paling pas ,2025-05-02 17:00:26,netral
instagram,Butterfly effect 9:33,2025-05-02 17:00:36,netral
instagram,"Seandainya bisa sim salabim, kau ajalah bang yang gantiin dia. Jauh lebih pantas",2025-05-02 17:00:36,netral
instagram,"Keren bang, sangat mudah dipahami. Sayang aku terganggu dengan kacamata yg melorot mulu",2025-05-02 17:00:36,netral
instagram,Gw sih optimis indo gabakal jadi negara maju sama pemerintahan yg sekarang,2025-05-02 17:00:36,netral
instagram,Beda emang yg berilmu dan kosong...wow...,2025-05-02 17:00:36,netral
instagram,"Mau bonus demografi, mau bonus emas segunung pun klo pemerintah modelan negara ini tetep aja bobrok",2025-05-02 17:00:36,netral
instagram,7:08,2025-05-02 17:00:36,netral
instagram,"Mungkin yg sebelah Mau bagus mau jelek yg pnting viewer, yg penting video nya menghasilkan heheheu",2025-05-02 17:00:36,netral
instagram,Hasil di 𝐑 𝐀 𝐃 𝐀 𝐑 𝟏𝟑𝟖  membuat saya bisa menyelesaikan kewajiban keuangan dengan baik. ,2025-05-02 17:00:36,netral
instagram,Bisa gak sih wapres ganti muka biar gak keliatann plonga plongo,2025-05-02 17:00:36,netral
instagram,MOHON DONG KAK FERRY UNDANG Dokter Tifauzia Tyassuma,2025-05-02 17:00:36,netral
instagram,"dah lah lu aja yang jadi wapresnya, ferr..bikinnya bagus bener ada yang nangis dipojokkan nanti lho",2025-05-02 17:00:36,netral
instagram,6:18,2025-05-02 17:00:36,netral
instagram,sebenernya pengen optimis tp kalo melihat arah kebijakan dan program2 pemerintah saat ini kok mengkhawatirkan sekali,2025-05-02 17:00:36,netral
instagram,geloooo massas,2025-05-02 17:00:36,netral
instagram,"Bang Ferry, tolong di buat juga versi ""tandingan"" soal hilirasi kaya yang di sebelah likesnya udh ""ribuan"" dong bang  :D",2025-05-02 17:00:36,positif
instagram,"Beri saya 10 pemuda sy akan goncang dunia..ir soekarno
Beri saya 1 gibran sy akan bubarkan indonesia.. jokowi SH",2025-05-02 17:00:36,netral
instagram,Hari ini di Atas gk tau Nanti_,2025-05-02 17:00:36,netral
instagram,"Pake prompter sih ngga apa2 asalkan tulisan yang ada di prompter itu hasil analisa, pikiran serta ide2 sendiri...",2025-05-02 17:00:36,netral
instagram,"Bahas lebih kencang dong pencuri solar subsidi untuk dijual kepengguna non subsidi, preman pemeras uang pendaftaran polisi dan Tentara secara terang terangan di masyarakat dan pungli lain.",2025-05-02 17:00:36,netral
instagram,Wowkkwk,2025-05-02 17:00:46,netral
instagram,"Adakah yang mau pilih bang fery? Saya yakin masih kalah sama Mas Wapres, nggak tahu tahun 2045?",2025-05-02 17:00:46,netral
instagram,"Bg Ferry mau tanya, “closed the door” brarti bg ada di bawah naungan si botak stafsus kan ? Pendapat bg gmana tuh ?",2025-05-02 17:00:46,netral
instagram,"Bang ko lu lebih keren  ya dari pada wapres kita,",2025-05-02 17:00:46,netral
instagram,Kualitas orang itu jauh dibawah mas Ferry,2025-05-02 17:00:46,netral
instagram,"Maaf, saya baru paham maksud bonus demografi setelah nonton video bung ferry sampai full, yg kemarin nonton di sebelah ga mudeng samasekali",2025-05-02 17:00:46,positif
instagram,𝐑 𝐀 𝐃 𝐀 𝐑 𝟏𝟑𝟖  tuh emang bener-bener ngebantu banget pas gue lagi butuh dana super urgent,2025-05-02 17:00:46,positif
instagram,"Kita uda pake gameshark, tapi masi kalah juga",2025-05-02 17:00:46,netral
instagram,"Gue mash merenung, knp si Nganu bisa jadi wapres, betapa busuknya para pemimpin dan pemilih Konoha ",2025-05-02 17:00:46,netral
instagram,Mas ferry pinter ..... dr pd fufufafa,2025-05-02 17:00:46,netral
instagram,"Uranium, thorium dan platinum tidak ada tambang nya, yg ada penguraian/pemisahan dari materi nikel,besi,tembaga. Sslama ini indo jual bahan mentah yg mengandung bahan lain yg kemudian di uraikan oleh negara lain",2025-05-02 17:00:46,netral
instagram,Ini fakta bang bukan konten semata memang kenyataan nya seperti itu. Saya berani bersuara karna saya tinggal di NKRI ini tidak gratis semua bayar.,2025-05-02 17:00:46,netral
instagram,Bonus demografi tapi pada nganggur malah jadi beban  dan nganggur nya cuman pada main mobile legend,2025-05-02 17:00:46,positif
instagram,"guys jujur gue awam bgt deh sama yg diomongin sm bang ferry, kira2 buku atau hal apa ya yang hrs gue pelajari supaya bisa paham yang kaya gini? ekonomi kah?",2025-05-02 17:00:46,netral
instagram,yoii,2025-05-02 17:00:46,netral
instagram,Bagusan yg enih dibanding sebelah,2025-05-02 17:00:46,netral
instagram,"Dana RnD (Research and Development) hanya 0,2% dari kebutuhan militer 
Boleh nih bang kedepannya lebih d highlight lagi masalah ini..",2025-05-02 17:00:46,netral
instagram,Benar abang ini baru mendidik bukan kaya anis.tua tapi tidak mendidik,2025-05-02 17:00:46,netral
instagram,Banggg tolong bikin konten Hilirisasi dan Masa Depan Indonesia dong. Kami butuh konten berbobot lagi ,2025-05-02 17:00:46,netral
instagram,4:23,2025-05-02 17:00:46,netral
instagram,"Konsep dari kepala emang beda dengan konsep dari contekan
Kok bisa kualitas warga sipil bisa sejauh ini dengan wapres karbitan konoha.sungguh memalukan",2025-05-02 17:00:56,netral
instagram,Bisa ga wakil presiden di tuker yang ini aja,2025-05-02 17:00:56,netral
instagram,"Ntar kalo gagal manfaatin bonus demografi, pasti pemerintah nyalain rakyat nya  padahal mereka sendiri yg gak mau berubah masih kolot dan sibuk dengan jabatan nya sendiri dan ambisi nya sendiri sendiri, Gibran ngomong panjang lebar bukan dari hati , dia cuma pengen rebranding , demi ambisi nya 2029 , manusia munafik pollll",2025-05-02 17:00:56,netral
instagram,So pinter,2025-05-02 17:00:56,netral
instagram,"video ini isinya full daging, kalo fufufafa... cuma tulang nya doang",2025-05-02 17:00:56,positif
instagram,"Ferry Irwandi bakal kalah sama gibran sih..
Soalnya pak Gibran pake AI ",2025-05-02 17:00:56,netral
instagram,"Si otong n bapaknya keliatan kosong banget tp pas debat capres/cawapres tiba2 jadi pinter, ada yg aneh gk sih ",2025-05-02 17:00:56,netral
instagram,Jadi inget kang dedy mulyadi,2025-05-02 17:00:56,netral
instagram,"Tolong bang ikut berdiskusi di acara asuhan Cak Nun: kenduri cinta, taman Ismail Marzuki Jakarta.
Semoga dibaca bang Ferry!",2025-05-02 17:00:56,netral
instagram,Bantu Jelasin tentang video terbarunya mas wapres dong bang ,2025-05-02 17:00:56,netral
instagram,"yg bikin subtitle perlu di cek lagi, masih banyak yg salah !!! ",2025-05-02 17:00:56,netral
instagram,"Yg ono udah 1,7M yg nonton bang per detik ini ",2025-05-02 17:00:56,netral
instagram,"Beehhh, milineal bnget
Walau cuma nonton serasa ikut berinteraksi,
Beda sama yg nnohh, 
Sibuk 'mbaca sendiri, gua serasa dicuekin, 
Eye contacknya ga ada,
Pertanyaan gue, si nnohh itu banyak ngoceh sebetulnya dia ngerti ga dia ngomong apa",2025-05-02 17:00:57,netral
instagram,"Cuma pengen transparansi total aliran dana dari atas ke bawah (ama ke kantong binatang pengerat kalo bisa) biar pada tau kek quotes the Riddler di The Batman 2022:
 ""NO MORE LIES""",2025-05-02 17:00:57,negatif
instagram,come on mas ferry xD,2025-05-02 17:00:57,netral
instagram,"""Bonus Demografi"", dikalahkan sama yg namanya ""Korupsi"" di negeri ini...",2025-05-02 17:00:57,netral
instagram,"@feryrwandi,,,ini baru monolog dengan memaparkan secara detil apa itu bonus demografi...yang ono baca doang...",2025-05-02 17:00:57,netral
instagram,Ini lebih mantap.. genuin,2025-05-02 17:00:57,netral
instagram,"Lho saya kira mas wapres ternyata Bukan, salah video nih gua. Pantes isinya daging semua",2025-05-02 17:00:57,netral
instagram,come on bang feri kesian fufufafa wkwk,2025-05-02 17:00:57,netral
instagram,Beda banget sama bang fufufafa  ini ada isinya ,2025-05-02 17:01:07,netral
instagram,"Penyesalan terbesarku golput.  
Gak bisa banyak omong deh",2025-05-02 17:01:07,netral
instagram,samsul nonton ga ya,2025-05-02 17:01:07,netral
instagram,"Menjelang hari buruh bang, naikin konten apa nih selanjutnya? ",2025-05-02 17:01:07,netral
instagram,PLEASE... LU AJA DEH YANG JADI WAPRES!,2025-05-02 17:01:07,netral
instagram,"Durasinya sepertinya ke tuker sama sebelah , 16 menit berasa 6 menit ,yg di sebelah 6 menit udh kaya 6 jam",2025-05-02 17:01:07,netral
instagram,Nah ini baru jadi daging,2025-05-02 17:01:07,netral
instagram,"Bro elu aslinya bisa jadi wapres, asal bapak mu jadi presiden dulu",2025-05-02 17:01:07,netral
instagram,"Kayanya lebih compact gibran yg ngomong deh dari pada ini meng3nai bonus demografi... ini terkesan si ""paling"".. klo gibran terkesan ""driven"" dan  menempatkan sbg modal dasar bukan tools",2025-05-02 17:01:07,netral
instagram,"Tuker dah Gibran sama Ferry Irwandi, knapa selalu orang2 yg tidak berkompeten yg pimpin negara konoha",2025-05-02 17:01:07,netral
instagram,Begini seharusnya. bukan spt GIBRAN.,2025-05-02 17:01:07,netral
instagram,Banyak likenya dari pada sebelah,2025-05-02 17:01:07,netral
instagram,enakan begini bang ,2025-05-02 17:01:07,netral
instagram,"Indonesia gk bakal jadi negara maju, yg ada pemerintahan yg korupsi dg pejabat mengangkangi tambang” secara pribadi para pejabat.",2025-05-02 17:01:07,netral
instagram,modus demografi akan sia-sia dan akan cuma jadi beban kalo anak mudanya otaknya kosong seperti sebagian besar netizen indonesia yang stanting.,2025-05-02 17:01:07,netral
instagram,what do we do?,2025-05-02 17:01:07,netral
instagram,video sebelah persentase komen negatifnya banyak bener. Nah yang ini kok ga ada komen negatifnya ya ? ,2025-05-02 17:01:07,netral
instagram,Yaelah yang bukan siapa2 kayak ferry irwandi aja bisa punya muscle knowledge seluas ini.. Lah ini seorang wapres yang mimpin hampir 300 jt manusia malah kayak gitu.. Udah lah habis kata2 utk sang wapres karbitan.. Mungkin ada benarnya para purnawirawan TNI minta wapres dimakzulkan..suruh belajar jadi wakil rt dulu aja..,2025-05-02 17:01:07,netral
instagram,Pemilu Selanjutnya: Giliran Gibran,2025-05-02 17:01:07,netral
instagram,"FERRY IRWANDI ️
FUFUFAFA ️",2025-05-02 17:01:07,netral
instagram,"Melihat video ini, terlihat sekali strategi pemerintah salah (dengan kebijakannya) menuju negara maju",2025-05-02 17:01:18,netral
instagram,"sepertinya anda lebih layak jadi wapres mas fer,.,., ,",2025-05-02 17:01:18,netral
